cell_list,protein_list,tissue_list
OV90,ENSP00000351539,ovary
OV90,ENSP00000441823,ovary
OV90,ENSP00000462664,ovary
OV90,ENSP00000302222,ovary
OV90,ENSP00000265981,ovary
OV90,ENSP00000423665,ovary
OV90,ENSP00000334134,ovary
OV90,ENSP00000328245,ovary
OV90,ENSP00000350576,ovary
OV90,ENSP00000323678,ovary
OV90,ENSP00000337122,ovary
OV90,ENSP00000414786,ovary
NCIH2122,ENSP00000267843,lung
NCIH2122,ENSP00000378289,lung
NCIH2122,ENSP00000429301,lung
NCIH2122,ENSP00000219345,lung
NCIH2122,ENSP00000339626,lung
NCIH2122,ENSP00000355437,lung
NCIH2122,ENSP00000427562,lung
NCIH2122,ENSP00000226317,lung
NCIH2122,ENSP00000325485,lung
NCIH2122,ENSP00000266970,lung
NCIH2122,ENSP00000395535,lung
NCIH2122,ENSP00000261180,lung
NCIH2122,ENSP00000244926,lung
NCIH2122,ENSP00000446680,lung
NCIH2122,ENSP00000364448,lung
NCIH2122,ENSP00000359795,lung
NCIH2122,ENSP00000259396,lung
NCIH2122,ENSP00000344741,lung
NCIH2122,ENSP00000312368,lung
NCIH2122,ENSP00000360195,lung
NCIH2122,ENSP00000253144,lung
NCIH2122,ENSP00000342513,lung
NCIH2122,ENSP00000314080,lung
NCIH2122,ENSP00000343676,lung
NCIH2122,ENSP00000357123,lung
NCIH2122,ENSP00000351664,lung
NCIH2122,ENSP00000380880,lung
NCIH2122,ENSP00000325377,lung
NCIH2122,ENSP00000312664,lung
NCIH2122,ENSP00000377262,lung
NCIH2122,ENSP00000300659,lung
NCIH2122,ENSP00000339314,lung
NCIH2122,ENSP00000348010,lung
NCIH2122,ENSP00000311521,lung
NCIH2122,ENSP00000263390,lung
NCIH2122,ENSP00000248901,lung
NCIH2122,ENSP00000284425,lung
NCIH2122,ENSP00000227752,lung
NCIH2122,ENSP00000286544,lung
NCIH2122,ENSP00000357475,lung
NCIH2122,ENSP00000356737,lung
NCIH2122,ENSP00000369573,lung
NCIH2122,ENSP00000336769,lung
NCIH2122,ENSP00000322640,lung
NCIH2122,ENSP00000358903,lung
NCIH2122,ENSP00000278833,lung
NCIH2122,ENSP00000250894,lung
NCIH2122,ENSP00000228476,lung
NCIH2122,ENSP00000395249,lung
NCIH2122,ENSP00000257552,lung
NCIH2122,ENSP00000305343,lung
NCIH2122,ENSP00000368320,lung
NCIH2122,ENSP00000355759,lung
NCIH2122,ENSP00000361170,lung
NCIH2122,ENSP00000337353,lung
NCIH2122,ENSP00000350333,lung
NCIH2122,ENSP00000263857,lung
NCIH2122,ENSP00000322845,lung
NCIH2122,ENSP00000278612,lung
NCIH2122,ENSP00000247977,lung
NCIH2122,ENSP00000304903,lung
NCIH2122,ENSP00000395723,lung
NCIH2122,ENSP00000327179,lung
NCIH2122,ENSP00000263997,lung
NCIH2122,ENSP00000351811,lung
NCIH2122,ENSP00000316589,lung
NCIH2122,ENSP00000343103,lung
NCIH2122,ENSP00000265896,lung
NCIH2122,ENSP00000364320,lung
NCIH2122,ENSP00000383599,lung
NCIH2122,ENSP00000420333,lung
NCIH2122,ENSP00000326267,lung
NCIH2122,ENSP00000335595,lung
NCIH2122,ENSP00000297737,lung
NCIH2122,ENSP00000394071,lung
NCIH2122,ENSP00000329403,lung
NCIH2122,ENSP00000345708,lung
NCIH2122,ENSP00000322609,lung
NCIH2122,ENSP00000219439,lung
NCIH2122,ENSP00000221891,lung
NCIH2122,ENSP00000055682,lung
NCIH2122,ENSP00000261726,lung
NCIH2122,ENSP00000264231,lung
NCIH2122,ENSP00000377080,lung
NCIH2122,ENSP00000351539,lung
NCIH2122,ENSP00000333802,lung
NCIH2122,ENSP00000341236,lung
NCIH2122,ENSP00000294244,lung
NCIH2122,ENSP00000354414,lung
NCIH2122,ENSP00000292579,lung
NCIH2122,ENSP00000238497,lung
NCIH2122,ENSP00000355155,lung
NCIH2122,ENSP00000394380,lung
NCIH2122,ENSP00000376110,lung
NCIH2122,ENSP00000470381,lung
NCIH2122,ENSP00000344791,lung
NCIH2122,ENSP00000406201,lung
NCIH2122,ENSP00000207157,lung
NCIH2122,ENSP00000237536,lung
NCIH2122,ENSP00000265245,lung
NCIH2122,ENSP00000314067,lung
NCIH2122,ENSP00000327197,lung
NCIH2122,ENSP00000306983,lung
NCIH2122,ENSP00000243878,lung
A549,ENSP00000387187,lung
A549,ENSP00000231130,lung
A549,ENSP00000353518,lung
A549,ENSP00000381553,lung
A549,ENSP00000420211,lung
A549,ENSP00000339916,lung
A549,ENSP00000360541,lung
A549,ENSP00000360183,lung
A549,ENSP00000333012,lung
A549,ENSP00000307854,lung
A549,ENSP00000395538,lung
A549,ENSP00000316054,lung
A549,ENSP00000345731,lung
A549,ENSP00000450832,lung
A549,ENSP00000291574,lung
A549,ENSP00000313811,lung
A549,ENSP00000379680,lung
A549,ENSP00000311827,lung
A549,ENSP00000401946,lung
A549,ENSP00000255476,lung
A549,ENSP00000248929,lung
A549,ENSP00000396976,lung
A549,ENSP00000295926,lung
A549,ENSP00000248846,lung
A549,ENSP00000341344,lung
A549,ENSP00000370697,lung
A549,ENSP00000315743,lung
A549,ENSP00000358363,lung
A549,ENSP00000325002,lung
A549,ENSP00000281722,lung
A549,ENSP00000413929,lung
A549,ENSP00000340900,lung
A549,ENSP00000357442,lung
A549,ENSP00000259631,lung
A549,ENSP00000334042,lung
A549,ENSP00000361522,lung
A549,ENSP00000363064,lung
A549,ENSP00000369372,lung
A549,ENSP00000369131,lung
A549,ENSP00000290573,lung
A549,ENSP00000357047,lung
A549,ENSP00000338885,lung
A549,ENSP00000247977,lung
A549,ENSP00000407182,lung
A549,ENSP00000011619,lung
A549,ENSP00000263196,lung
A549,ENSP00000362127,lung
A549,ENSP00000361857,lung
A549,ENSP00000363614,lung
A549,ENSP00000269848,lung
A549,ENSP00000419417,lung
A549,ENSP00000371682,lung
A549,ENSP00000234739,lung
A549,ENSP00000354223,lung
A549,ENSP00000410943,lung
A549,ENSP00000223145,lung
A549,ENSP00000371587,lung
A549,ENSP00000296328,lung
A549,ENSP00000344791,lung
A549,ENSP00000359095,lung
A549,ENSP00000260950,lung
A549,ENSP00000366876,lung
A549,ENSP00000374359,lung
A549,ENSP00000263967,lung
A549,ENSP00000326381,lung
ZR751,ENSP00000239461,breast
ZR751,ENSP00000354791,breast
ZR751,ENSP00000348099,breast
ZR751,ENSP00000371936,breast
ZR751,ENSP00000261183,breast
ZR751,ENSP00000361423,breast
ZR751,ENSP00000287814,breast
ZR751,ENSP00000357484,breast
ZR751,ENSP00000358866,breast
ZR751,ENSP00000273067,breast
ZR751,ENSP00000366475,breast
ZR751,ENSP00000256458,breast
ZR751,ENSP00000234111,breast
ZR751,ENSP00000359729,breast
ZR751,ENSP00000264167,breast
ZR751,ENSP00000309539,breast
ZR751,ENSP00000364839,breast
ZR751,ENSP00000367770,breast
ZR751,ENSP00000306894,breast
ZR751,ENSP00000345492,breast
ZR751,ENSP00000354608,breast
ZR751,ENSP00000348753,breast
ZR751,ENSP00000284268,breast
ZR751,ENSP00000257118,breast
ZR751,ENSP00000361824,breast
ZR751,ENSP00000320236,breast
ZR751,ENSP00000290349,breast
ZR751,ENSP00000316377,breast
ZR751,ENSP00000217086,breast
ZR751,ENSP00000255266,breast
ZR751,ENSP00000355340,breast
ZR751,ENSP00000260408,breast
ZR751,ENSP00000377686,breast
ZR751,ENSP00000380661,breast
ZR751,ENSP00000363506,breast
ZR751,ENSP00000419879,breast
ZR751,ENSP00000313377,breast
ZR751,ENSP00000242592,breast
ZR751,ENSP00000358106,breast
ZR751,ENSP00000427336,breast
ZR751,ENSP00000321691,breast
ZR751,ENSP00000181383,breast
ZR751,ENSP00000215727,breast
ZR751,ENSP00000215957,breast
ZR751,ENSP00000381104,breast
ZR751,ENSP00000263710,breast
ZR751,ENSP00000259253,breast
ZR751,ENSP00000370128,breast
ZR751,ENSP00000309968,breast
ZR751,ENSP00000366513,breast
ZR751,ENSP00000349437,breast
ZR751,ENSP00000216181,breast
ZR751,ENSP00000368605,breast
ZR751,ENSP00000252599,breast
ZR751,ENSP00000321259,breast
ZR751,ENSP00000362576,breast
ZR751,ENSP00000348984,breast
ZR751,ENSP00000291552,breast
ZR751,ENSP00000339145,breast
ZR751,ENSP00000417464,breast
ZR751,ENSP00000267113,breast
ZR751,ENSP00000381932,breast
ZR751,ENSP00000386895,breast
ZR751,ENSP00000328412,breast
ZR751,ENSP00000362608,breast
ZR751,ENSP00000247956,breast
ZR751,ENSP00000346921,breast
ZR751,ENSP00000302324,breast
ZR751,ENSP00000251993,breast
ZR751,ENSP00000289902,breast
ZR751,ENSP00000295148,breast
ZR751,ENSP00000354566,breast
ZR751,ENSP00000357474,breast
ZR751,ENSP00000238714,breast
ZR751,ENSP00000321848,breast
ZR751,ENSP00000364912,breast
ZR751,ENSP00000345412,breast
ZR751,ENSP00000386787,breast
ZR751,ENSP00000352995,breast
ZR751,ENSP00000293771,breast
ZR751,ENSP00000375899,breast
ZR751,ENSP00000398890,breast
ZR751,ENSP00000386722,breast
ZR751,ENSP00000347847,breast
ZR751,ENSP00000360116,breast
ZR751,ENSP00000267082,breast
ZR751,ENSP00000353198,breast
ZR751,ENSP00000342007,breast
ZR751,ENSP00000323516,breast
ZR751,ENSP00000294064,breast
ZR751,ENSP00000407353,breast
ZR751,ENSP00000016913,breast
ZR751,ENSP00000366380,breast
ZR751,ENSP00000228837,breast
ZR751,ENSP00000223167,breast
ZR751,ENSP00000317580,breast
ZR751,ENSP00000368976,breast
ZR751,ENSP00000257981,breast
ZR751,ENSP00000206020,breast
ZR751,ENSP00000366488,breast
ZR751,ENSP00000361522,breast
ZR751,ENSP00000381499,breast
ZR751,ENSP00000376623,breast
ZR751,ENSP00000354360,breast
ZR751,ENSP00000406861,breast
ZR751,ENSP00000215095,breast
ZR751,ENSP00000262999,breast
ZR751,ENSP00000313500,breast
ZR751,ENSP00000325376,breast
ZR751,ENSP00000349168,breast
ZR751,ENSP00000432768,breast
ZR751,ENSP00000313420,breast
ZR751,ENSP00000366604,breast
ZR751,ENSP00000278412,breast
ZR751,ENSP00000245960,breast
ZR751,ENSP00000362068,breast
ZR751,ENSP00000264705,breast
ZR751,ENSP00000285873,breast
ZR751,ENSP00000439856,breast
ZR751,ENSP00000351536,breast
ZR751,ENSP00000352400,breast
ZR751,ENSP00000309555,breast
ZR751,ENSP00000330838,breast
ZR751,ENSP00000342215,breast
ZR751,ENSP00000257787,breast
ZR751,ENSP00000287675,breast
ZR751,ENSP00000367024,breast
ZR751,ENSP00000436901,breast
ZR751,ENSP00000384273,breast
ZR751,ENSP00000327889,breast
ZR751,ENSP00000301764,breast
ZR751,ENSP00000301785,breast
ZR751,ENSP00000263847,breast
ZR751,ENSP00000265562,breast
ZR751,ENSP00000381216,breast
ZR751,ENSP00000263377,breast
ZR751,ENSP00000263381,breast
ZR751,ENSP00000361418,breast
ZR751,ENSP00000227520,breast
ZR751,ENSP00000246117,breast
ZR751,ENSP00000313603,breast
ZR751,ENSP00000365625,breast
ZR751,ENSP00000365131,breast
ZR751,ENSP00000364815,breast
ZR751,ENSP00000378503,breast
ZR751,ENSP00000363746,breast
ZR751,ENSP00000364543,breast
ZR751,ENSP00000347322,breast
ZR751,ENSP00000265351,breast
ZR751,ENSP00000301364,breast
ZR751,ENSP00000370968,breast
ZR751,ENSP00000313490,breast
ZR751,ENSP00000254719,breast
ZR751,ENSP00000324203,breast
ZR751,ENSP00000268711,breast
ZR751,ENSP00000268712,breast
ZR751,ENSP00000261497,breast
ZR751,ENSP00000327124,breast
ZR751,ENSP00000268483,breast
ZR751,ENSP00000268482,breast
ZR751,ENSP00000310668,breast
ZR751,ENSP00000220913,breast
ZR751,ENSP00000344503,breast
ZR751,ENSP00000362110,breast
ZR751,ENSP00000361918,breast
ZR751,ENSP00000321810,breast
ZR751,ENSP00000354573,breast
ZR751,ENSP00000383042,breast
ZR751,ENSP00000343001,breast
ZR751,ENSP00000362334,breast
ZR751,ENSP00000420608,breast
ZR751,ENSP00000364403,breast
ZR751,ENSP00000364956,breast
ZR751,ENSP00000340466,breast
ZR751,ENSP00000358548,breast
ZR751,ENSP00000234677,breast
ZR751,ENSP00000239906,breast
ZR751,ENSP00000359128,breast
ZR751,ENSP00000266304,breast
ZR751,ENSP00000378851,breast
ZR751,ENSP00000306330,breast
ZR751,ENSP00000265388,breast
ZR751,ENSP00000372191,breast
ZR751,ENSP00000325941,breast
ZR751,ENSP00000396937,breast
ZR751,ENSP00000308258,breast
ZR751,ENSP00000314733,breast
ZR751,ENSP00000335544,breast
ZR751,ENSP00000256707,breast
ZR751,ENSP00000424198,breast
ZR751,ENSP00000274695,breast
ZR751,ENSP00000220562,breast
ZR751,ENSP00000410943,breast
ZR751,ENSP00000236877,breast
ZR751,ENSP00000299441,breast
ZR751,ENSP00000383168,breast
ZR751,ENSP00000347648,breast
ZR751,ENSP00000296328,breast
ZR751,ENSP00000417003,breast
ZR751,ENSP00000312625,breast
ZR751,ENSP00000312834,breast
ZR751,ENSP00000205061,breast
ZR751,ENSP00000361473,breast
ZR751,ENSP00000362300,breast
ZR751,ENSP00000322020,breast
ZR751,ENSP00000262027,breast
ZR751,ENSP00000314067,breast
KPL1,ENSP00000265016,breast
KPL1,ENSP00000359799,breast
KPL1,ENSP00000303452,breast
KPL1,ENSP00000381740,breast
KPL1,ENSP00000261200,breast
KPL1,ENSP00000357811,breast
KPL1,ENSP00000414920,breast
KPL1,ENSP00000430955,breast
KPL1,ENSP00000264167,breast
KPL1,ENSP00000278520,breast
KPL1,ENSP00000258729,breast
KPL1,ENSP00000348381,breast
KPL1,ENSP00000257177,breast
KPL1,ENSP00000312506,breast
KPL1,ENSP00000420298,breast
KPL1,ENSP00000265881,breast
KPL1,ENSP00000285930,breast
KPL1,ENSP00000300651,breast
KPL1,ENSP00000257347,breast
KPL1,ENSP00000341364,breast
KPL1,ENSP00000368140,breast
KPL1,ENSP00000303208,breast
KPL1,ENSP00000389175,breast
KPL1,ENSP00000315410,breast
KPL1,ENSP00000398064,breast
KPL1,ENSP00000375881,breast
KPL1,ENSP00000410768,breast
KPL1,ENSP00000348751,breast
KPL1,ENSP00000244519,breast
KPL1,ENSP00000326813,breast
KPL1,ENSP00000377380,breast
KPL1,ENSP00000341524,breast
KPL1,ENSP00000258499,breast
KPL1,ENSP00000294485,breast
KPL1,ENSP00000318804,breast
KPL1,ENSP00000355944,breast
KPL1,ENSP00000250863,breast
KPL1,ENSP00000272286,breast
KPL1,ENSP00000217428,breast
KPL1,ENSP00000275461,breast
KPL1,ENSP00000283550,breast
KPL1,ENSP00000369564,breast
KPL1,ENSP00000372654,breast
KPL1,ENSP00000217381,breast
KPL1,ENSP00000438863,breast
KPL1,ENSP00000311032,breast
KPL1,ENSP00000296424,breast
KPL1,ENSP00000257915,breast
KPL1,ENSP00000354340,breast
KPL1,ENSP00000215570,breast
KPL1,ENSP00000325313,breast
KPL1,ENSP00000368119,breast
KPL1,ENSP00000408526,breast
KPL1,ENSP00000303423,breast
KPL1,ENSP00000305699,breast
KPL1,ENSP00000307004,breast
KPL1,ENSP00000359305,breast
KPL1,ENSP00000260563,breast
KPL1,ENSP00000241436,breast
KPL1,ENSP00000345752,breast
KPL1,ENSP00000258742,breast
KPL1,ENSP00000338533,breast
KPL1,ENSP00000389014,breast
KPL1,ENSP00000351539,breast
KPL1,ENSP00000358795,breast
KPL1,ENSP00000412365,breast
KPL1,ENSP00000413049,breast
KPL1,ENSP00000242462,breast
KPL1,ENSP00000296525,breast
KPL1,ENSP00000306983,breast
MCF7,ENSP00000267890,breast
MCF7,ENSP00000264167,breast
MCF7,ENSP00000278520,breast
MCF7,ENSP00000351035,breast
MCF7,ENSP00000333350,breast
MCF7,ENSP00000235382,breast
MCF7,ENSP00000348381,breast
MCF7,ENSP00000257177,breast
MCF7,ENSP00000368761,breast
MCF7,ENSP00000290219,breast
MCF7,ENSP00000334051,breast
MCF7,ENSP00000339740,breast
MCF7,ENSP00000434516,breast
MCF7,ENSP00000285930,breast
MCF7,ENSP00000356399,breast
MCF7,ENSP00000222718,breast
MCF7,ENSP00000377686,breast
MCF7,ENSP00000300651,breast
MCF7,ENSP00000261574,breast
MCF7,ENSP00000379138,breast
MCF7,ENSP00000272322,breast
MCF7,ENSP00000263341,breast
MCF7,ENSP00000315410,breast
MCF7,ENSP00000352447,breast
MCF7,ENSP00000410768,breast
MCF7,ENSP00000383820,breast
MCF7,ENSP00000266542,breast
MCF7,ENSP00000381204,breast
MCF7,ENSP00000262506,breast
MCF7,ENSP00000348472,breast
MCF7,ENSP00000346921,breast
MCF7,ENSP00000318094,breast
MCF7,ENSP00000360214,breast
MCF7,ENSP00000415151,breast
MCF7,ENSP00000351631,breast
MCF7,ENSP00000337008,breast
MCF7,ENSP00000402084,breast
MCF7,ENSP00000318804,breast
MCF7,ENSP00000451575,breast
MCF7,ENSP00000315136,breast
MCF7,ENSP00000300249,breast
MCF7,ENSP00000310688,breast
MCF7,ENSP00000354837,breast
MCF7,ENSP00000355929,breast
MCF7,ENSP00000356807,breast
MCF7,ENSP00000356989,breast
MCF7,ENSP00000344562,breast
MCF7,ENSP00000271532,breast
MCF7,ENSP00000364992,breast
MCF7,ENSP00000336740,breast
MCF7,ENSP00000420686,breast
MCF7,ENSP00000409964,breast
MCF7,ENSP00000311032,breast
MCF7,ENSP00000380336,breast
MCF7,ENSP00000278568,breast
MCF7,ENSP00000376767,breast
MCF7,ENSP00000354340,breast
MCF7,ENSP00000325313,breast
MCF7,ENSP00000327124,breast
MCF7,ENSP00000277010,breast
MCF7,ENSP00000303423,breast
MCF7,ENSP00000305699,breast
MCF7,ENSP00000340796,breast
MCF7,ENSP00000376436,breast
MCF7,ENSP00000258742,breast
MCF7,ENSP00000338533,breast
MCF7,ENSP00000324204,breast
MCF7,ENSP00000332592,breast
MCF7,ENSP00000299441,breast
MCF7,ENSP00000388631,breast
MCF7,ENSP00000317614,breast
MCF7,ENSP00000371994,breast
MCF7,ENSP00000281154,breast
MCF7,ENSP00000377948,breast
MCF7,ENSP00000405574,breast
VCAP,ENSP00000218388,prostate
VCAP,ENSP00000354689,prostate
VCAP,ENSP00000354791,prostate
VCAP,ENSP00000219345,prostate
VCAP,ENSP00000227266,prostate
VCAP,ENSP00000362817,prostate
VCAP,ENSP00000273859,prostate
VCAP,ENSP00000368981,prostate
VCAP,ENSP00000358866,prostate
VCAP,ENSP00000370003,prostate
VCAP,ENSP00000400157,prostate
VCAP,ENSP00000256996,prostate
VCAP,ENSP00000311221,prostate
VCAP,ENSP00000365505,prostate
VCAP,ENSP00000430897,prostate
VCAP,ENSP00000427562,prostate
VCAP,ENSP00000246914,prostate
VCAP,ENSP00000383365,prostate
VCAP,ENSP00000336894,prostate
VCAP,ENSP00000412733,prostate
VCAP,ENSP00000314116,prostate
VCAP,ENSP00000276416,prostate
VCAP,ENSP00000296350,prostate
VCAP,ENSP00000222990,prostate
VCAP,ENSP00000367064,prostate
VCAP,ENSP00000353142,prostate
VCAP,ENSP00000261858,prostate
VCAP,ENSP00000305422,prostate
VCAP,ENSP00000291906,prostate
VCAP,ENSP00000256969,prostate
VCAP,ENSP00000218516,prostate
VCAP,ENSP00000289805,prostate
VCAP,ENSP00000262643,prostate
VCAP,ENSP00000312988,prostate
VCAP,ENSP00000349568,prostate
VCAP,ENSP00000243347,prostate
VCAP,ENSP00000416583,prostate
VCAP,ENSP00000303580,prostate
VCAP,ENSP00000305442,prostate
VCAP,ENSP00000445829,prostate
VCAP,ENSP00000389399,prostate
VCAP,ENSP00000366997,prostate
VCAP,ENSP00000317144,prostate
VCAP,ENSP00000261965,prostate
VCAP,ENSP00000417706,prostate
VCAP,ENSP00000300113,prostate
VCAP,ENSP00000427336,prostate
VCAP,ENSP00000334122,prostate
VCAP,ENSP00000355672,prostate
VCAP,ENSP00000269299,prostate
VCAP,ENSP00000318986,prostate
VCAP,ENSP00000251127,prostate
VCAP,ENSP00000317300,prostate
VCAP,ENSP00000315775,prostate
VCAP,ENSP00000365477,prostate
VCAP,ENSP00000333298,prostate
VCAP,ENSP00000259874,prostate
VCAP,ENSP00000264005,prostate
VCAP,ENSP00000261658,prostate
VCAP,ENSP00000326649,prostate
VCAP,ENSP00000306906,prostate
VCAP,ENSP00000363616,prostate
VCAP,ENSP00000325240,prostate
VCAP,ENSP00000310998,prostate
VCAP,ENSP00000317714,prostate
VCAP,ENSP00000261461,prostate
VCAP,ENSP00000255194,prostate
VCAP,ENSP00000215909,prostate
VCAP,ENSP00000443194,prostate
VCAP,ENSP00000407509,prostate
VCAP,ENSP00000360688,prostate
VCAP,ENSP00000265164,prostate
VCAP,ENSP00000365147,prostate
VCAP,ENSP00000311280,prostate
VCAP,ENSP00000162749,prostate
VCAP,ENSP00000395590,prostate
VCAP,ENSP00000259951,prostate
VCAP,ENSP00000380073,prostate
VCAP,ENSP00000397911,prostate
VCAP,ENSP00000264595,prostate
VCAP,ENSP00000297151,prostate
VCAP,ENSP00000268607,prostate
VCAP,ENSP00000262506,prostate
VCAP,ENSP00000267113,prostate
VCAP,ENSP00000314036,prostate
VCAP,ENSP00000262032,prostate
VCAP,ENSP00000301924,prostate
VCAP,ENSP00000326095,prostate
VCAP,ENSP00000271555,prostate
VCAP,ENSP00000246801,prostate
VCAP,ENSP00000300659,prostate
VCAP,ENSP00000357149,prostate
VCAP,ENSP00000234420,prostate
VCAP,ENSP00000305595,prostate
VCAP,ENSP00000415151,prostate
VCAP,ENSP00000396976,prostate
VCAP,ENSP00000326227,prostate
VCAP,ENSP00000222823,prostate
VCAP,ENSP00000356070,prostate
VCAP,ENSP00000294119,prostate
VCAP,ENSP00000265734,prostate
VCAP,ENSP00000254942,prostate
VCAP,ENSP00000387911,prostate
VCAP,ENSP00000261439,prostate
VCAP,ENSP00000348168,prostate
VCAP,ENSP00000365757,prostate
VCAP,ENSP00000360497,prostate
VCAP,ENSP00000336724,prostate
VCAP,ENSP00000357622,prostate
VCAP,ENSP00000352995,prostate
VCAP,ENSP00000337261,prostate
VCAP,ENSP00000176763,prostate
VCAP,ENSP00000274853,prostate
VCAP,ENSP00000315136,prostate
VCAP,ENSP00000319222,prostate
VCAP,ENSP00000340454,prostate
VCAP,ENSP00000286307,prostate
VCAP,ENSP00000340274,prostate
VCAP,ENSP00000230449,prostate
VCAP,ENSP00000265239,prostate
VCAP,ENSP00000367570,prostate
VCAP,ENSP00000356549,prostate
VCAP,ENSP00000253063,prostate
VCAP,ENSP00000244763,prostate
VCAP,ENSP00000354837,prostate
VCAP,ENSP00000156084,prostate
VCAP,ENSP00000301202,prostate
VCAP,ENSP00000369897,prostate
VCAP,ENSP00000272139,prostate
VCAP,ENSP00000284551,prostate
VCAP,ENSP00000355689,prostate
VCAP,ENSP00000386226,prostate
VCAP,ENSP00000356567,prostate
VCAP,ENSP00000334564,prostate
VCAP,ENSP00000358320,prostate
VCAP,ENSP00000356737,prostate
VCAP,ENSP00000352173,prostate
VCAP,ENSP00000308496,prostate
VCAP,ENSP00000370421,prostate
VCAP,ENSP00000473036,prostate
VCAP,ENSP00000364591,prostate
VCAP,ENSP00000375081,prostate
VCAP,ENSP00000277517,prostate
VCAP,ENSP00000317580,prostate
VCAP,ENSP00000416683,prostate
VCAP,ENSP00000300504,prostate
VCAP,ENSP00000328358,prostate
VCAP,ENSP00000363799,prostate
VCAP,ENSP00000245552,prostate
VCAP,ENSP00000252050,prostate
VCAP,ENSP00000367123,prostate
VCAP,ENSP00000261622,prostate
VCAP,ENSP00000219281,prostate
VCAP,ENSP00000228682,prostate
VCAP,ENSP00000302978,prostate
VCAP,ENSP00000374552,prostate
VCAP,ENSP00000374037,prostate
VCAP,ENSP00000238609,prostate
VCAP,ENSP00000263346,prostate
VCAP,ENSP00000204679,prostate
VCAP,ENSP00000322924,prostate
VCAP,ENSP00000258106,prostate
VCAP,ENSP00000362063,prostate
VCAP,ENSP00000365401,prostate
VCAP,ENSP00000311135,prostate
VCAP,ENSP00000354152,prostate
VCAP,ENSP00000360365,prostate
VCAP,ENSP00000360464,prostate
VCAP,ENSP00000360613,prostate
VCAP,ENSP00000254029,prostate
VCAP,ENSP00000385215,prostate
VCAP,ENSP00000255759,prostate
VCAP,ENSP00000261584,prostate
VCAP,ENSP00000338703,prostate
VCAP,ENSP00000227322,prostate
VCAP,ENSP00000251250,prostate
VCAP,ENSP00000222005,prostate
VCAP,ENSP00000247977,prostate
VCAP,ENSP00000270502,prostate
VCAP,ENSP00000325690,prostate
VCAP,ENSP00000170168,prostate
VCAP,ENSP00000305071,prostate
VCAP,ENSP00000378917,prostate
VCAP,ENSP00000262960,prostate
VCAP,ENSP00000241041,prostate
VCAP,ENSP00000454836,prostate
VCAP,ENSP00000219431,prostate
VCAP,ENSP00000248114,prostate
VCAP,ENSP00000386538,prostate
VCAP,ENSP00000246117,prostate
VCAP,ENSP00000304903,prostate
VCAP,ENSP00000279387,prostate
VCAP,ENSP00000325677,prostate
VCAP,ENSP00000310094,prostate
VCAP,ENSP00000457016,prostate
VCAP,ENSP00000362578,prostate
VCAP,ENSP00000405674,prostate
VCAP,ENSP00000369038,prostate
VCAP,ENSP00000368887,prostate
VCAP,ENSP00000369162,prostate
VCAP,ENSP00000341680,prostate
VCAP,ENSP00000339834,prostate
VCAP,ENSP00000011619,prostate
VCAP,ENSP00000215862,prostate
VCAP,ENSP00000253457,prostate
VCAP,ENSP00000388320,prostate
VCAP,ENSP00000270583,prostate
VCAP,ENSP00000301021,prostate
VCAP,ENSP00000268704,prostate
VCAP,ENSP00000380998,prostate
VCAP,ENSP00000268695,prostate
VCAP,ENSP00000325448,prostate
VCAP,ENSP00000327179,prostate
VCAP,ENSP00000351811,prostate
VCAP,ENSP00000268482,prostate
VCAP,ENSP00000248248,prostate
VCAP,ENSP00000288050,prostate
VCAP,ENSP00000283882,prostate
VCAP,ENSP00000310841,prostate
VCAP,ENSP00000335808,prostate
VCAP,ENSP00000387471,prostate
VCAP,ENSP00000219139,prostate
VCAP,ENSP00000364794,prostate
VCAP,ENSP00000341528,prostate
VCAP,ENSP00000353246,prostate
VCAP,ENSP00000325074,prostate
VCAP,ENSP00000326737,prostate
VCAP,ENSP00000231238,prostate
VCAP,ENSP00000277746,prostate
VCAP,ENSP00000376792,prostate
VCAP,ENSP00000299163,prostate
VCAP,ENSP00000359292,prostate
VCAP,ENSP00000306817,prostate
VCAP,ENSP00000371101,prostate
VCAP,ENSP00000324318,prostate
VCAP,ENSP00000440915,prostate
VCAP,ENSP00000261776,prostate
VCAP,ENSP00000361245,prostate
VCAP,ENSP00000364324,prostate
VCAP,ENSP00000382241,prostate
VCAP,ENSP00000419765,prostate
VCAP,ENSP00000310042,prostate
VCAP,ENSP00000372160,prostate
VCAP,ENSP00000367878,prostate
VCAP,ENSP00000302189,prostate
VCAP,ENSP00000453793,prostate
VCAP,ENSP00000377080,prostate
VCAP,ENSP00000252891,prostate
VCAP,ENSP00000216264,prostate
VCAP,ENSP00000355028,prostate
VCAP,ENSP00000331626,prostate
VCAP,ENSP00000289968,prostate
VCAP,ENSP00000268676,prostate
VCAP,ENSP00000381109,prostate
VCAP,ENSP00000285381,prostate
VCAP,ENSP00000298694,prostate
VCAP,ENSP00000263967,prostate
VCAP,ENSP00000328079,prostate
VCAP,ENSP00000356795,prostate
SW837,ENSP00000274938,large intestine
SW837,ENSP00000354468,large intestine
SW837,ENSP00000232974,large intestine
SW837,ENSP00000362836,large intestine
SW837,ENSP00000359778,large intestine
SW837,ENSP00000301281,large intestine
SW837,ENSP00000375783,large intestine
SW837,ENSP00000287218,large intestine
SW837,ENSP00000252934,large intestine
SW837,ENSP00000449629,large intestine
